tweet_id,text,response_text,intent,expected_decision,decision_reason
2613160,yet no resolution provided by @115821 @115850 . It is going to be more than 2 months now. You have kept my 2500 for without any reason. https://t.co/rmqRTqXOrA,@364089 I'm sorry about the stretch. Could you confirm sharing your details using the link provided here: https://t.co/y5P5yOS4a1 ? ^GD,,,
2176660,@AmazonHelp Thank you :) appreciate it,"@638021 Our pleasure, Jonathan! We'll be in touch as soon as possible. Thank you for your patience. 😊 ^KN",,,
80708,@AmazonHelp Merci :),"@133902 Je vous en prie 😍
🎄Sara 🎄",,,
2511774,@AmazonHelp ありがとうございますー。確認済みです。リアクション早くて助かります。,"@715886 こちらこそ、リプライありがとうございます。
最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY",,,
2965323,"@AmazonHelp Trying to transition to Amazon Prime Student, but the URL simply directs me back to the home page. Any help on how to actually do this? https://t.co/FlVW52nssj",@818107 The link should take you to the Prime Student homepage. Try clearing the cache and cookies from your browsers history and re-tapping the link. The Prime Student sign up page can also be found here: https://t.co/fjiBIMqld2 Let us know if the issue persists! ^SK,,,
2853753,Wow thank you amazon for dumping my echo on my doorstop free for anyone to steal! Not ordering from you again that’s for sure... 😒@115830,@793319 Oh no! Have you setup a safe place yet? You can do so here: https://t.co/evyFMe0xZo ^TR,,,
312408,"@AmazonHelp I wanted to buy Agents of Shield Season 4 book, on @116875 and it suddenly disappeared when it was available for preorder just a week ago",@190605 Oh no! I'm sorry for it. Did you the placed the order or it was canceled ? ^MB,,,
530796,@115830 perhaps the Small white box could have been packed in less packaging? #globalwarming #limitedresources #oneplanet https://t.co/SdGLNxq7LR,@242940 Please fill this feedback from and help us improve our packaging: https://t.co/fxgZ6hBQh0 ^BD,,,
142081,@AmazonHelp your link asks me to sign in but I can't - my password isn't working,"@148062 This link should work better for you, https://t.co/jzvkhdlrK5. ^AZ",,,
124720,@115850 prime membership sucks ! delivery failed on-time!! Couldn't deliver the coveted oneplus 5T on time... Refund my prime membership fee!!,"@143936 It's never our intention to keep you waiting, especially on such an order. Please contact us here https://t.co/vlvfJr4nN9, our support team would assist you to get the order home at the earliest. ^MD",,,
2710850,@AmazonHelp El dia de hoy,@230476 ¿Qué opciones te brindó nuestro Soporte al Cliente? ^JQ,,,
418814,@AmazonHelp am tired calling ur customer services they are giving the different excuses everytime n,"@214890 I do get your concern, please share your details in the above link and we'll check this for you. ^HN",,,
1856217,@AmazonHelp .co.uk,@555192 It's not possible to renew a subscription with a GC. It will be charged to the card on the Amazon account. ^RL,,,
1521834,@AmazonHelp No I haven’t I had to drive an hour and what not home from your store.  It will have to wait till tomorrow when I have time.,"@473002 Keep us updated on the outcome of your call, we want to make sure we make this right. ^DW",,,
1582030,@AmazonHelp Sooo.... this still hasn’t showed up? Next day delivery at its finest @AmazonHelp,@486974 What information was provided when you contacted us? We're here to help! ^ZW,,,
380999,Donc maintenant les livreurs de chez @120533 se permettent de déposer les colis dans les jardins alors qu’on est absent ?,"@206357 Bonjour, désolée d'apprendre cela :/ l'avez-vous signalé à notre SAV ? ^SN",,,
1110782,@115821 @117795 should allow shared household to also allow shared Order History option. ALSO WAREHOUSE NEEDS TO STEP IT UP!!!,"@382157 Are you currently waiting on an order? If so, did we miss the delivery window? ^BH",,,
2845432,@AmazonHelp I can email. That’s about it. Can’t call through to the states from here,@569114 Please let us know what information and options are provided as we can't access account or order details over social media! We're still here to help in any way we can. ^CS,,,
1258200,When you stay up till 10pm for your @117093 delivery and they drop the ball. #noshow #amazonfresh,@414826 Oh no! I'm sorry! What is the status of the order on the tracking?  https://t.co/Y5jpI9gRhE ^AT,,,
2126688,"@116875 Por favor, cambien de servicio de entregas. Estafeta es lo peor. Tienen el paquete en la oficina local, pero no me lo pueden entregar, ni en el mostrador, por una ""auditoria local"". Con DHL no tengo esas broncas.","@417392 Hola Pablo, sentimos lo ocurrido. ¿Has podido entrar en contacto con el transportista para verificar la información? ^DA",,,
752355,@299814 @115821 @6416 When will the application be released in India app store??,@299813 The Alexa app will be available in the App Store / Play Store when the devices start shipping the week of Oct 30. ^HN,,,
2771656,@AmazonHelp @115830 is there anyone in the UK who can help me? Paid for prime. And still being charged monthly for it too. On phone with someone and the language barrier is awful. He transferred me to someone in the USA and line went dead 😔,"@436957 I'm so sorry for the trouble, Scott! This is definitely not the experience we strive to provide. Please give us another chance to take a look: https://t.co/JzP7hlA23B ^BG",,,
2804267,"@AmazonHelp よい物が出来そうです。
色々Amazonさんではおせわになっています*.ﾟ+ヽ(○･▽･○)ﾉﾞ +.ﾟ*","@782185 こちらこそ、いつもご利用いただきありがとうございます😊✨
またお待ちしております！( *• ̀ω•́ )b YM",,,
1824797,@AmazonHelp 4:30 where is my order ?????,@547793 Request you to revert to our email correspondence as we couldn't check order details over Twitter. ^GS,,,
1189708,A quand la preco de Horizon Zero Dawn Edition Complete ?@120533,@399636 Bonne question !! Nous ne manquerons pas de la faire remonter. ^ARC,,,
1413760,"Highly upset bc I never signed up to be an amazon prime member, and they’ve been taking $12 out of my account monthly for a good minute. 🤬",@448549 I'm sorry you were charged unexpectedly. You can review and make changes to your Prime here: https://t.co/vAhUMETiQq ^EA,,,
2543863,"@AmazonHelp あぁぁ！わざわざありがとうございます。
アプリもダウンロードしましたので、これから楽しいAmazonビデオタイムを満喫したいと思います。",@723152 お役に立ててなによりでございます🙇　スマートフォンでもたっぷりお楽しみくださいませ!　リプライありがとうございました。　SM,,,
218877,"So that Amazon package that never arrived... I think it arrived today LOL like this can't be the ""repurchased"" item, it must be the original","@168190 So you can confirm which one you received, find the tracking for the replacement order here: https://t.co/HmvN8T0UW6 ^CL",,,
437928,"#primenow drove all the way to my apartment, updated me that they were nearby, and then said they couldn't deliver the package.  Great job!","@219030 I'm sorry you didn't receive your order! For direct assistance, please contact us by phone when you have a moment: https://t.co/HCHEaYt9ET ^MV",,,
56900,@AmazonHelp Just had even more damaged replacement TV delivered. You overpackage unbreakable items and add no packaging to TVs. Muppets. now 31 min wait,"@128888 Sorry to hear, if you are currently speaking to an agent they should be able to rectify this. Please keep us updated. ^JJ",,,
2827971,"@116928 Hola, hice un pedido para que me llegase con tiempo suficiente antes del 10/12. Debería haber llegado el día 24/11 y ahora veo que se ha retrasado hasta el 13/12... ¿qué hacemos?","@265729 Hola, sentimos lo ocurrido. ¿Has recibido un correo explicando el cambio de la fecha estimada de entrega? ^DA",,,
2284165,@AmazonHelp Already done,"@663788 In this case, I would request you to share your details here: https://t.co/cllwXc2HeK and we'll reach out to you at the earliest. ^OS",,,
1722156,"@AmazonHelp the items! So I now have 48 soaking wet toilet rolls all ready for you to collect amongst the other items, just so I can get -",@521003 Really sorry about that! Are you being sent a replacement order?^CD|,,,
954132,"@AmazonHelp I have written email to you guys. But this is more serious, immediate action is required https://t.co/O87MvaZ2JQ",@346397 I'd like to help. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SQ,,,
911508,@AmazonHelp Amzl us https://t.co/n1sWvvubaM,@336239 My team can escalate this. Please send us your details when you have time: https://t.co/aVaN3fsT0b ^EP,,,
2752652,I wish @684 was clear on my @116439,"@679845 I'm sorry for the trouble watching your shows! Please try all the troubleshooting steps here: https://t.co/nUoK3SruOB, to help get this issue resolved. ^JM",,,
369219,"So basically amazon call ""Vingajoy"" as a philips product.. I need to ask philips people when they had changed their brand name 👿.. Great work amazon, invoice for philips and product brand is chore bazar... This is the way amazon contributing for digital india.. https://t.co/DCKJgIC2Oi","@203474 I'm sorry that you have received a different product. Please create a return/replacement here: https://t.co/2t6DQoUmNZ. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public. ^RW",,,
2853770,"Hola @130293, ¿hay alguna manera de saber las novedades de cada mes? Gracias 🙏🏻","@793325 DMR, cualquier novedad será anunciada en nuestra página web de Prime Video, porlo que lo mejor sería seguir la misma atentamente para que no te pierdas ningún estreno. ^CB",,,
1439480,@121284 @AmazonHelp  how to link my amazon echo plus and fire tv stick using amazon alexa india app ?? Pls help,@217405 Keep checking the Echo page for new devices that will support Alexa. ^GS,,,
450726,Shout out to the @115830 delivery driver who left my box of printer paper out in the snow 👍 https://t.co/ekAJdSNhvv,"@221864 I'm so sorry for the trouble! We'd like to help make sure this doesn't happen again- have you had a moment to set up a safe place for your packages to be delivered? If not, you can do so here: https://t.co/twOZkcJR9F. ^BL",,,
504979,@AmazonHelp Ainda não! Você me recomenda algum? 😊,"@229192 Eveline, você tem autores favoritos? 🤔💕✨ ^NB",,,
530761,1日で届けてくれるamazon最高。 https://t.co/k0Cs21ldjk,@242929 最高だなんて、ありがとうございます♪(＞∀＜) またのご利用をお待ちしております～♪＼(＾▽＾)／ TN,,,
1549424,bought a new phone charger and my phone battery is so much better now. thank you to my niggaz at @117795,@479608 We got you fam! 💯 ^EP,,,
2861930,Comprei uns livros na sexta-feira na @117086 e eles já chegaram hoje. Amazon sempre maravilhosa.,"@154675 Olá, Rainha das Trevas! Corremos para entregar os pacotes bem rápido! 🏃 Conte para a gente, que livros você comprou? 🤔 ^CR",,,
260800,"@AmazonHelp It was a ""transit delay"" cited as the reason.",@74273 Were we able to provide you with a new delivery date? ^CO,,,
1215424,@AmazonHelp i cant sing in to my account on amazon cause i need a code that u send to my email n then hotmail its not working what can i do?,"@405206 I'm sorry for the trouble! What account are you trying to sign in to, (.com, .es, .co.uk)? ^MH",,,
1313025,@AmazonHelp Um 15.30Uhr beginnt Nein Wochenende 😉,@175578 Da bin ich dir voraus 😜 Gruß ^TR,,,
5246,"@115850 #cheater amazon
cheated rs 8499 as amazon pay balance after holding my amazon account without informing any reason","@547065 As mentioned earlier, kindly reply to email you received from our account specialist team as they are the right point of contact regarding account hold. ^AU",,,
2760881,Hey @117795 what happened to my order? #mixedsignals #amazonfail  How can 1 rep say it’s on its way and the 2 say it never was. https://t.co/tPFy6VIcjN,@716684 I'm so sorry for the trouble. I'd like to have this investigated by our specialists. Please provide us with your contact information here: https://t.co/x8jeZCsTNH. ^LH,,,
429547,@116928 Cómo puedo contactar con amazon.es. Vendedor no responde al informe de no entrega. imposible entrar en contacto con Amazon.es,"@217159 Hola, Anne, lamento este inconveniente, podrías informarme ¿Hace cuánto tiempo contactaste al vendedor? ^AZ",,,
2437280,"@AmazonHelp FWIW, this is about the ""Recents"" - it gets reordered based on latest use, but only after displayed already. So ""down-down-click"" goes awry.",@610427 Thank you for the clarification! ^MH,,,
1100964,@115850 Trying to order a mobile in the app. But the item is not deliverable to pincode 586203. Emailed your team and not satisfied.,"@379755 Sorry for any disappointment, could you tell me what was the update shared with you ? ^HT",,,
2369598,@AmazonHelp I see now that you've already issued a charge to my account. Please initiate full refund ASAP. @92702,"@509996 I'm so sorry for the unexpected charge! You can end your subscription at the link ^DD provided. If you haven't used your Prime benefits, you'll receive a full refund. For additional help with your subscription, please reach us here: https://t.co/EKXRLsnxJu ^JN",,,
2251895,"Uh,... @115821... I live in Florida... ""10:51 AMYour package was delivered. 
Pisgah Forest, NC, US""",@656003 Hello! We'd like to help. Was your order shipped by Amazon or a seller? You can check here: https://t.co/Y5jpI9gRhE ^RM,,,
637189,@AmazonHelp No tengo el número de pedido porque es el único que no tenía porque no se me facilitaba en los emails. En los que he recibido de @4496 y @115817 si que podía hacer un seguimiento porque tenía los datos. Además he visto que el reparto es hasta las 20:00,"@271094 Koke los horarios de entrega pueden llegar hasta las 20:00. Sin embargo, ya que por este medio no tenemos acceso a tu cuenta, te recomendamos contactar con nuestro Servicio al Cliente en el siguiente enlace: https://t.co/OjvUxwnzPe.  ^PC",,,
2373396,"@AmazonHelp I have a bank charge for ""PURCHASE Amazon Digit Seattle WA"" How do I find out what it's for - I don't see any of my orders that match the amount.","@118235 I'm sorry for the unexpected charge! To confirm, does the amount show under  Digital Orders: https://t.co/Pi3mIfLGY4 or in Your Subscriptions: https://t.co/SDDM8oa7EH? If not, we can look into this with you via phone or chat here: https://t.co/hApLpMlfHN ^MV",,,
633581,@AmazonHelp It was OnTrac,@269140 Got it! Please reach out to us here: https://t.co/hApLpMlfHN and we can help further. ^TK,,,
2636905,"@AmazonHelp That's happening every single time, even if I leave the app for 2 sec https://t.co/Qqa1zqMzT3",@132143 Sorry you're having trouble with Amazon Video. Here is a link to a page that should help with this:https://t.co/E5XiZG2gjl ^AP,,,
102964,"@AmazonHelp Tout à fait, depuis samedi dernier.","@138645 Alors soyez assuré que votre requête est en cours de traitement, et que vous serez recontacté dès que possible afin de vous informer de la résolution du problème.
^SA",,,
2162173,@117093 first time using your service &amp; was supposed to receive order before 7amET. Now 7:20 &amp; need to leave for work. Can you track?,@634890 Sorry to hear. Is there tracking here?: https://t.co/Y5jpI9gRhE ^PK,,,
632872,Absolute joke after waiting all day for an order placed on Friday on prime @115830 https://t.co/CqxYL812DA,"@270005 Hey Michael, I'm sorry for the delay! We strive to meet our original delivery dates, but in rare instances we experience delays. Please let us know if you don't receive your order by the November 22nd. ^AR",,,
529097,@AmazonHelp my son's fire tablet charging port isn't working and now it doesn't charge. How can we get it fixed?,@167990 Yikes! Let's try these steps &amp; let us know if this doesn't resolve the issue: https://t.co/RMnw9NEH6I We're here to help!^KN,,,
147279,@AmazonHelp No. He got off the call. He said it was fixed. I trusted him.,"@149068 Thank you for the information, John. I'd like to have someone from my team look into this situation with you. Please send us your info at the following link and we will investigate. https://t.co/nW17RZvXmf ^MW",,,
763071,did my landlord take it? did someone steal it? is amazon lying? who's to say,"@302338 I'm sorry about the poor experience, Sydney! Is there an order that's late? If so, what's status? https://t.co/Y5jpI9gRhE ^FR",,,
2460816,Not able to buy Redmi Y1 in today sale from @115850 . There is no option to buy. @138673 @147135 @160663,@704613 The Redmi Y1 and Y1 Lite sale is at 6:00 PM today. ^KA,,,
1370146,Amazonからの、支払い番号が届かない( •̅_•̅ ),"@438930 お待たせしております。
Amazonが発送する商品の場合、お支払い番号は商品が出荷準備に入りしだい発行されます。詳しくは、こちらのヘルプページをご参照ください。https://t.co/MCsyqdVdSq MH",,,
2609268,"@AmazonHelp my skyrim for Nintendo switch was supposed to arrive today but now it says ""Delivery date pending"". What's happening","@738005 Hi, sorry to hear that. Have you received any emails in relation to the pre order? ^JJ",,,
124775,@115821 today i have recieved a package with wrong contents. How do you respond about this? What i have recieved is not my order https://t.co/hWfQMML2YZ,@143952 I'm sorry you received the wrong item! You may return the item for a refund or a replacement through the Online Returns Center. More information is available here: https://t.co/HAK6vWtbkU ^SJ,,,
13173,@115821 STOP USING THE @118706 They are a useless government entity.,"@118705 I'm very sorry about this experience, Robert. We'd like to help!  Could you tell us more details about what's going on? ^HM",,,
2389717,1つ届いた。2つ目も早い段階で配達完了となっているのに商品が見当たらないのですが…Amazonくん… https://t.co/ThLcT7xv3I,@688437 ポストなどに投函されていないか、また、ご家族の方などが受け取られていないかどうかをご確認ください。該当しない場合は、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,,,
